"","GupDM_JM","GupDM_A13","GupDM_JI","GupDM_A7","GupDM_A2","GupDM_A_11","GupDM_JC","GupDM_JN","GupDM_JJ","GupDM_A1","GupDM_JE","GupDM_A12","GupDM_JL","GupDM_A14","GupDM_A3","GupDM_A10","GupDM_A_15","GupDM_JH","GupDM_JD","GupDM_A9","GupDM_A6","GupDM_JB","GupDM_JA","GupDM_HAK","GupDM_HAJ","GupDM_HAI","GupDM_HAH","GupDM_HAG","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HDF","GupDM_HDB","GupDM_HCY","GupDM_HCL","GupDM_HCU","GupDM_HCV","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HP","GupDM_HS","GupDM_HR","GupDM_HBR","CRC_MR_SBJ01C_17","CRC_MR_SBJ02C_17","CRC_MR_SBJ03H_17","CRC_MR_SBJ05C_17","CRC_MR_SBJ06C_17","CRC_MR_SBJ07C_17","CRC_MR_SBJ12C_17","CRC_MR_SBJ16H_17","CRC_MR_SBJ17H_17","CRC_MR_SBJ18H_17","CRC_MR_SBJ20C_17","CRC_MR_SBJ22C_17","CRC_MR_SBJ26C_17","CRC_MR_SBJ27C_17","CRC_MR_SBJ29C_17","CRC_MR_SBJ31C_17","CRC_MR_SBJ32C_17","CRC_MR_SBJ33C_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ35C_17","CRC_MR_SBJ36C_17","CRC_MR_SBJ37H_17","CRC_MR_SBJ39C_17","CRC_MR_SBJ40C_17","CRC_MR_SBJ42C_17","CRC_MR_SBJ45H_17","CRC_MR_SBJ47C_17","CRC_MR_SBJ50C_17","CRC_MR_SBJ51C_17","CRC_MR_SBJ53C_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ61C_17","CRC_MR_SBJ63H_17","CRC_MR_SBJ64C_17","CRC_MR_SBJ65H_17","CRC_MR_SBJ67H_17","CRC_MR_SBJ68H_17","CRC_MR_SBJ69H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ78H_17","CRC_MR_SBJ80H_17","CRC_MR_SBJ81H_17","CRC_MR_SBJ83H_17"
"1550024",3.29237234638781,-Inf,3.34635528760592,0.863361094736316,2.67612333587021,-Inf,3.71074479476251,3.12589724429921,3.4688110974227,2.85854882722367,1.48340160731985,-0.865459822476579,0.463301300094149,-Inf,2.45427077609584,-Inf,-Inf,-Inf,3.77841553214118,-Inf,3.63571583499164,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.33988457596943,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.92107322590837,-Inf,-Inf,-Inf,-Inf,-Inf,0.454419624320041,-0.11968017432316,-0.317460326779062,0.810601431074455,-0.176274786655326,0.806812611782134,0.418812517429333,-1.62302836642105,-1.38186630960416,-0.390143004602564,2.14332399058547,1.33585713122293,0.253018268491106,1.40588667508469,0.212585047395608,-0.644779760002812,1.88855903602752,-2.41354971100617,0.39056170260559,2.40106734779484,-1.52067141975676,-0.980829253011726,0.433903043428698,-0.443148541942559,1.55283625273199,0.773246782381934,-Inf,1.58491632811697,0.551020202567249,-1.35641964394299,-0.456777867026474,2.24578773474535,1.18568530083912,1.0242956769385,-Inf,0.409402121067504,1.5148264529649,1.09595837567701,-1.23744086498977,-1.04971646651348,0.721944504922981,0.462602976043424,-0.85149799009481,1.54225289438324,-Inf
"28126",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46506",0.471183167158018,-Inf,2.28637589569769,-0.818696897231224,-Inf,-Inf,-Inf,0.584786851675,-Inf,-0.213669490012389,-1.76005048050401,-Inf,-Inf,1.56403894730227,0.771112692901984,-Inf,-Inf,1.46322884766335,-Inf,-Inf,-0.0127078022495493,3.04371238631632,-Inf,-Inf,2.88727999161814,-Inf,-Inf,-1.81519542634038,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.36562267047656,-Inf,-4.84454894322904,-Inf,1.6103552061294,-Inf,-Inf,-Inf,-3.68118795371894,-Inf,-Inf,-Inf,-Inf,-4.95590647835924,-Inf,1.29954286251826,-2.22702219035419,-2.23688906862678,3.13094017754158,-0.193218569891321,-Inf,-2.78520715818573,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.509962246530411,-Inf,-0.813229349588227,1.51885020635631,-Inf,-Inf,-0.0526387251805795,-0.770170698829728,-1.80173627296637,-Inf,-Inf,-7.16067826133084,0.688353002219357,-Inf,-Inf,-Inf,-2.45916537092424,0.738766122520008,-3.36009481763691,1.99348249570029,1.34646918558958,0.320019197873894,-Inf,-0.835199854077228,-Inf,-0.137698773253991,-0.889775758581083,-Inf,-Inf,0.137951347696508,-Inf,-2.43550528294806
"1303",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,4.01125276635565,-Inf,2.92337661136185,-Inf,-Inf,-Inf,6.00176135258535,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.27536280041261,4.28043677891225,1.00766590696529,0.62315380873941,-Inf,-Inf,0.794620149490579,-Inf,-0.886731929632611,-Inf,0.27763173659828,-Inf,3.2173706927249,-Inf,0.577062701539143,1.05751247778268,-Inf,-1.0647907401926,-Inf,-0.179126665897435,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.455075608661499,-Inf,-1.79818003703098,0.289680075114454,-1.33484107953097,1.01638942841028,0.677830476448052,-Inf,-Inf,-Inf,-0.762711643945854,0.413962238362111,-1.31081589994398,-Inf,-Inf,-Inf,-Inf,-Inf
"1512",Inf,NA,Inf,NA,NA,NA,Inf,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,Inf,Inf,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,Inf,NA,NA,NA,Inf,NA
"33038",0.771551625405175,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.629554872454498,-Inf,0.547571065382278,-Inf,2.15770806627034,-Inf,2.03373470238571,-Inf,-0.22871770731439,-Inf,1.6629351325435,-Inf,-1.41440955370564,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.723637963040295,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.817252199151172,-Inf,0.0642376724186953,-0.123597208458892,-1.49249051479614,-4.32111426562386,-Inf,-2.61582195568493,3.57219970861866,-1.71377804012348,-0.317489636125236,0.324686279757182,-0.563751051634226,-Inf,-Inf,-Inf,0.0029390759102661,-Inf,-Inf,-2.43286585234382,-Inf,-Inf,-0.115126569575383,-Inf,0.928380750608035,-3.33208519029836,-Inf,-0.621662156998743,-Inf,-Inf,-Inf,-1.61027355045252,-3.45391314394623,-Inf,-Inf,-Inf,-Inf,0.757049088458334,-Inf,-2.51302184237375,0.85935644048929,-Inf,-1.95783410595406,0.444814319000673,-Inf
"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA
"39492",NA,NA,NA,Inf,NA,NA,NA,NA,Inf,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,Inf,Inf,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,Inf,Inf,NA,Inf,Inf,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,NA,NA,Inf,NA,Inf,Inf,NA,NA,NA
"301301",-Inf,4.26520497394816,0.369189515302017,3.31092191502723,-Inf,-Inf,-Inf,-Inf,-Inf,2.38136513397771,-Inf,-Inf,-Inf,-Inf,-Inf,1.89852744465376,-Inf,-Inf,-Inf,-Inf,3.24671985103937,0.884358499422156,-Inf,-Inf,-Inf,0.24623850948719,-Inf,-Inf,-Inf,-Inf,0.745337614512862,-Inf,-Inf,-Inf,-Inf,-0.705652554032182,1.07306549566481,-Inf,-Inf,-Inf,-Inf,2.75835156486015,4.04143171649379,2.33355590667519,-Inf,1.77181598694185,-0.31976638459383,-Inf,1.29686989194053,-Inf,-Inf,0.824311094651788,-Inf,1.17591081005718,-Inf,0.113940010620119,-0.100127064792681,-0.562104383164187,-1.30287961271339,-0.870674943563324,-Inf,2.29940412080762,3.03338770221153,-Inf,-Inf,0.395194372437345,-0.0150253244067491,-Inf,-0.765578314963369,-Inf,3.72473137175938,2.72799180464902,0.936791654870089,3.37981604406966,-0.0795825355610482,-3.26003157663495,0.656012111981079,1.14738930195084,1.97667822113376,-Inf,2.51082666525182,2.87872048142362,3.35140008249918,-Inf,-Inf,0.0940289496482771,0.227937345104786,1.68586693526444,1.45531484890598,-Inf,-0.147635998806064,-Inf,-0.0136245677692513,-Inf,-Inf,1.21501353607092,-0.0116667989996149
"1304",-Inf,-0.669357056685866,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.8629867967881,-Inf,-Inf,-Inf,-Inf,-Inf,3.89314388736504,-Inf,-Inf,-Inf,0.0476929619248025,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.52212127848115,-Inf,-Inf,-Inf,-0.705081334134452,-1.28421906842165,0.799309886589165,-Inf,-Inf,-Inf,-Inf,0.673325362570204,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.50321702050178,-Inf,-Inf,-Inf,0.554819136388363,5.01810442292291,0.370191004836627,4.04363874719788,1.25733826989229,-0.760620919403453,1.68879328318884,-0.0394998868011021,1.91372078394363,1.01691569799475,-0.471819652654657,-Inf,-Inf,1.05602233306267,2.64958145910256,3.25362442407139,-0.598979567847038,2.20051449960383,1.98282861206032,-Inf,1.1921445773444,0.909428440397608,0.917336939467402,-1.5604151630793,0.148702709336359,1.64417303145989,-Inf,0.391174130440127,1.555091517516,4.47041783096596,1.93850567255991,1.71088288680072,5.15463191381531,3.08943137386459,2.72792580212332,0.123273093907504,1.97193675772003,1.15475250579178,2.69335801034924,2.59246729049873,1.24168599384641,3.16924127080578,1.14024344630678,0.589374919899067,3.76135022046292
"208479",0.956753038565104,-Inf,1.22282493650105,-Inf,-Inf,-Inf,1.78295003060273,1.10594291330692,1.32824884661505,1.5099818691099,-Inf,-Inf,-Inf,-Inf,-Inf,0.737440934276103,-Inf,-Inf,1.62278053473853,-Inf,1.55409875952701,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.39848137722313,-0.140670834431062,-5.00125813228366,-Inf,-Inf,-Inf,2.94446731339703,-0.0587589339543726,-2.61986185886532,0.318233469495784,-0.730163058317059,-Inf,-Inf,-Inf,-0.989570803742567,-Inf,-Inf,-Inf,-4.88792944697666,-Inf,-Inf,-Inf,-1.9074921184583,-2.899565981669,-Inf,-0.569727302706688,-Inf,-Inf,-4.87022986987725,-Inf,-0.593807445269618,-1.74933445336926,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.57632502262575,-Inf
"1613",NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89153",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133448",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328814",1.61226434140905,-Inf,1.22334423370303,1.00267011743783,3.05583051148168,-Inf,1.09362980147839,1.70431148626837,-0.0276727881016781,1.65811976357879,1.22326987043845,-Inf,-Inf,1.93720782066746,-0.453213358851585,-Inf,-Inf,0.900446899593332,0.0444847250759874,-Inf,3.51701853564447,1.35712656152718,-Inf,-Inf,0.887942215389565,-Inf,-Inf,-Inf,-Inf,1.69692933592166,2.03829833476434,-Inf,-0.842507733996164,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.44695953443395,-0.806202969065728,-Inf,-Inf,-Inf,-Inf,-2.80260251804343,0.824844696552002,0.366032090388021,-1.68746092742411,0.834873986548241,-0.135953182678801,-0.383716969353227,0.360584400964179,1.78884899580372,-Inf,-Inf,-Inf,0.605377365915453,0.189163567240679,-2.08273226734273,-1.27383250867679,-0.766808138469792,1.67392904806689,-Inf,1.29873145016247,-0.444898125828308,-Inf,-Inf,-Inf,0.652662084888998,1.93377866219259,0.913405603458756,-Inf,1.5344703341293,1.18514619791285,-0.109665954751271,-1.7193859148533,-1.13804530638825,1.8565033016103,0.0167902703941509,-2.0198431787938,-Inf,1.22341859143812,-0.333091553733406,-3.50411794827389,-1.2693259665749,0.641414860801651,0.180339980582164,1.10549613049256,-Inf,-1.46541086993127
"745368",-Inf,-Inf,-Inf,-2.93149673681504,-Inf,-Inf,-Inf,-Inf,-Inf,0.17007889035722,-Inf,-Inf,-Inf,-Inf,-0.41279270744375,1.92176678621421,-Inf,-Inf,-Inf,-Inf,-0.21793146866109,-Inf,-Inf,-Inf,-Inf,-2.56385937309784,-Inf,-Inf,-3.26094822214312,-0.0732647605391836,-Inf,-3.01068753473948,-Inf,-Inf,-Inf,-Inf,-1.49398010655711,-Inf,-Inf,-Inf,-1.17403074558554,-0.483533093095361,-Inf,-Inf,-Inf,-Inf,0.399164375141437,-1.22036411048075,-Inf,-Inf,-Inf,-1.86365610681368,1.99135828972966,1.35183900989504,-Inf,0.0617893654819159,0.0629847548372977,-0.178342811801942,-0.150069349999004,1.09606436202884,-1.48832809312576,1.77715265081436,-3.44611743154958,-2.00211031090142,0.596867127369296,0.213977160297715,0.788484899849009,0.687587982197437,1.70110067849024,0.854447555137144,1.91817812748663,0.489503272143295,0.902417296128555,1.22049118056652,-5.65097563374087,-0.252500919740091,-0.662656467967165,0.228304400830931,-0.401413949198165,0.898379075335061,0.526038014651929,-0.222916373243489,0.369964016089877,-Inf,-Inf,1.36000512470982,1.25168045956721,1.27035943489365,-0.354211196501558,-5.63388120038157,-0.286531568222419,-Inf,-0.518020993041422,0.542620140479545,-0.133938278524614,-1.20104867821918,1.10619730395831
"454155",-0.497114117029866,-Inf,-4.90971688783591,-Inf,-Inf,-Inf,-Inf,-0.491060395009399,-Inf,-1.56121371585622,-Inf,-Inf,-Inf,0.209526613591285,-Inf,-Inf,-Inf,0.377288865197504,-Inf,-Inf,1.75621552026886,-5.19683318940979,-Inf,-Inf,-Inf,-3.97225956697771,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.52185075812921,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.6542340803753,-Inf,0.186862433982498,-Inf,-0.734702936978694,-0.819455352722042,-1.94493402643689,-Inf,-2.16357847653271,-1.57128634733342,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.63362568920804,0.129372208678077,-2.23200338058861,-0.67393859428136,-Inf,-Inf,-1.62462737524707,-0.906838741992367,-Inf,-Inf,-Inf,-Inf,-Inf,-1.72489484214182,-0.570729793755238,-1.74018825831132,-Inf,-Inf,-2.50750927199251,-0.721220402376945,-Inf,-2.28951187319986,-1.95046545105012,-Inf,-1.05682768057035,-Inf,-Inf,-Inf,-0.98769312333495,-Inf,-Inf
"1262980",Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43675",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,NA,Inf,Inf,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA
"1262986",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,Inf,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,NA,NA,Inf,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf
"35703",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,4.34524738317058,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.2289261607217,-Inf,3.61988658262698,0.672738308928738,-Inf,2.80121544366622,-Inf,-Inf,3.2025821853821,-Inf,4.06703911153183,2.52046227604986,2.04344793903193,-Inf,2.66610524183733,-Inf,1.39133215514985,-Inf,-Inf,3.75318120479935,-Inf,-Inf,2.4619171315633,-Inf,1.31024199791998,0.287682072451781,-Inf,0.287682072451781,-Inf,-Inf,-0.643876131553164,5.77774613625335,6.44088209830073,1.34505140258584,-Inf,-Inf,4.96594781351042,5.27522448380828,-Inf,4.40930275119245,2.65905799632193,-Inf,-Inf,4.22188159353127,-Inf
"651",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628085",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.28635260269428,-2.01551870605508,-Inf,-Inf,-3.45001651076953,-Inf,-2.23673497762942,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.4943647050148,-Inf,-3.98485067458753,-0.862787715623497,-1.30081444828196,-4.71771713493205,-Inf,-Inf,-Inf,-Inf,-Inf,-1.69598859640166,-Inf,-3.55072444394751,-Inf,-Inf,-Inf,-Inf,1.87778214456312,-Inf,-0.699160881991872,-Inf,-Inf,-Inf,-Inf,-Inf,0.277554933789453,-1.58745113495324,-1.17176711414102,-0.67077795868821,-1.2663670334555,-2.45043176503354,-3.47917849394396,-0.855845024558366,-Inf,-0.344889897573358,0.139906754481704,-0.733124733266344,-1.3239486842177,-2.5502854949344,-1.11281844039098,0.151137974051204,-0.738293015817646,-1.21270013244678,-0.11711164631675,-1.56927073037404,0.481853846874184,0.835487416402128,-4.78647849814155,-1.2061958866256,-2.121471119972,-0.690312678748924,-2.7564132298596,-3.05494587105846,-0.594537860665009,-0.299325750279952,-0.892534606113307,-0.566077605374957,-1.4939908559301,0.425755091366002,-0.448484482515157,-0.893348117520803,-3.59297699368291,0.555947123917896,-0.98565866075575,-0.12308854045678,-2.40561507358329,-0.31103741882824,-0.594774090438934,-0.910190620915301,-1.87813646121422
"1608898",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,NA,Inf,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA
"1686",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA
